,code,name,lot_size,stock_type,stock_child_type,owner_stock_code,listing_date,stockid
3774,US.ZB-H,Zions Bancorporation Dep Shs Repstg 1/40th Int Sh Ser H Perp Pf,1,STOCK,0,,1969-12-31,75213467500473
3775,US.ZBH,"Zimmer Biomet Holdings, Inc.",1,STOCK,0,,1969-12-31,211132
3776,US.ZBK,Zions 6.95% Fixed to Floating Rate Subordinated Notes,1,STOCK,0,,1969-12-31,206653
3777,US.ZEN,"Zendesk, Inc.",1,STOCK,0,,1969-12-31,210072
3778,US.ZF,"Virtus Total Return Fund, Inc.",1,STOCK,0,,1969-12-31,203066
3779,US.ZFC,ZAIS Financial Corp. (已退市),1,STOCK,0,,1969-12-31,208309
3780,US.ZNH,南方航空,1,STOCK,0,,1998-04-15,202600
3781,US.ZOES,"Zoe's Kitchen, Inc.",1,STOCK,0,,1969-12-31,207563
3782,US.ZTO,中通快遞,1,STOCK,0,,2016-10-26,212271
3783,US.ZTR,"Virtus Global Dividend & Income Fund, Inc.",1,STOCK,0,,1969-12-31,203371
3784,US.ZTS,"Zoetis, Inc.",1,STOCK,0,,1969-12-31,205939
3785,US.ZUO,"Zuora, Inc.",1,STOCK,0,,2018-04-11,75690208872665
3786,US.ZX,正興集團,1,STOCK,0,,2011-05-11,205502
3787,US.ZYME,"Zymeworks, Inc.",1,STOCK,0,,2017-04-27,74186970316955
3788,US.AABA,新雅虎公司,1,STOCK,0,,1969-12-31,74453258289646
3789,US.AAL,美國航空,1,STOCK,0,,2013-12-08,205974
3790,US.AAME,美國大西洋,1,STOCK,0,,1969-12-31,206002
3791,US.AAOI,"Applied Optoelectronics, Inc.",1,STOCK,0,,1969-12-31,207706
3792,US.AAON,艾倫建材,1,STOCK,0,,1969-12-31,205988
3793,US.AAPC,ATLANTIC ALLIANCE PARTNERSHIP CORP COM NPV,1,STOCK,0,,2015-04-28,210952
3794,US.AAPL,蘋果,1,STOCK,0,,1980-12-11,205189
3795,US.AAVL,AAVL,1,STOCK,0,,1969-12-31,74521977766429
3796,US.AAWW,阿特拉斯航空全球控股公司,1,STOCK,0,,1969-12-31,203079
3797,US.AAXN,"Axon Enterprise, Inc.",1,STOCK,0,,1969-12-31,74135430709372
3798,US.ABAC,奧信天力,1,STOCK,0,,2014-07-28,210272
3799,US.ABAX,愛貝斯公司,1,STOCK,0,,1969-12-31,205332
3800,US.ABCB,ABC銀行,1,STOCK,0,,1969-12-31,206061
3801,US.ABCD,新生,1,STOCK,0,,1969-12-31,201343
3802,US.ABDC,Alcentra Capital Corp.,1,STOCK,0,,1969-12-31,210018
3803,US.ABEO,"Abeona Therapeutics, Inc.",1,STOCK,0,,1969-12-31,211094
3804,US.ABEOW,"Abeona Therapeutics, Inc.",1,STOCK,0,,1969-12-31,211100
3805,US.ABIL,"Ability, Inc.",1,STOCK,0,,1969-12-31,211589
3806,US.ABIO,方舟生物醫葯,1,STOCK,0,,1969-12-31,205999
3807,US.ABLX,Ablynx NV,1,STOCK,0,,2017-10-24,74977244300640
3808,US.ABMD,阿比奧梅德,1,STOCK,0,,1969-12-31,205414
3809,US.ABP,Abpro,1,STOCK,0,,2018-05-10,75819057891629
3810,US.ABTL,Autobytel Inc,1,STOCK,0,,1969-12-31,202134
3811,US.ABTX,"ALLEGIANCE BANCSHARES, INC",1,STOCK,0,,2015-10-07,211390
3812,US.ABUS,Arbutus Biopharma Corp.,1,STOCK,0,,2015-05-03,211265
3813,US.ABY,Atlantica Yield Plc,1,STOCK,0,,1969-12-31,210129
3814,US.ACAD,阿卡迪亞,1,STOCK,0,,1969-12-31,206147
3815,US.ACAS,美國資本有限公司 (已退市),1,STOCK,0,,1969-12-31,205668
3816,US.ACBI,"Atlantic Capital Bancshares, Inc.",1,STOCK,0,,1969-12-31,211463
3817,US.ACCP,Accelerated Pharma Inc,1,STOCK,0,,2016-12-06,73620034633148
3818,US.ACCPW,"Accelerated Pharma, Inc.",1,STOCK,0,,1969-12-31,74285754564833
3819,US.ACER,"Acer Therapeutics, Inc.",1,STOCK,0,,1969-12-31,74856985216246
3820,US.ACERW,"Acer Therapeutics, Inc.",1,STOCK,0,,1969-12-31,74856985216247
3821,US.ACET,艾切托,1,STOCK,0,,1969-12-31,205430
3822,US.ACFC,Atlantic Coast Financial Corp.,1,STOCK,0,,1969-12-31,201114
3823,US.ACGL,艾奇資本,1,STOCK,0,,1969-12-31,202987
3824,US.ACGLO,Arch Capital Group Ltd.,1,STOCK,0,,1969-12-31,74723841229461
3825,US.ACGLP,Arch Capital Group Ltd.,1,STOCK,0,,2016-09-22,212205
3826,US.ACHC,阿卡迪亞醫療保健公司,1,STOCK,0,,1969-12-31,206954
3827,US.ACHN,愛克萊恩,1,STOCK,0,,1969-12-31,206487
3828,US.ACHV,"Achieve Life Sciences, Inc.",1,STOCK,0,,1969-12-31,74646531818100
3829,US.ACIA,Acacia Communications,1,STOCK,0,,2016-05-12,211824
3830,US.ACIU,AC Immune SA,1,STOCK,0,,2016-09-22,212077
3831,US.ACIW,ACI環球,1,STOCK,0,,1969-12-31,203436
3832,US.ACLS,Axcelis科技設計公司,1,STOCK,0,,1969-12-31,206236
3833,US.ACMR,ACM Research,1,STOCK,0,,2017-11-02,75011604029665
3834,US.ACNB,ACNB Corp.,1,STOCK,0,,1969-12-31,208398
3835,US.ACOR,阿索爾達生物製藥公司,1,STOCK,0,,1969-12-31,206497
3836,US.ACPW,艾泰沃 (已退市),1,STOCK,0,,1969-12-31,206417
3837,US.ACRS,"ACLARIS THERAPEUTICS, INC.",1,STOCK,0,,2015-10-06,211386
3838,US.ACRX,"AcelRx Pharmaceuticals, Inc.",1,STOCK,0,,1969-12-31,207545
3839,US.ACSF,American Capital Senior Floating Ltd.,1,STOCK,0,,1969-12-31,202438
3840,US.ACST,"Acasti Pharma, Inc.",1,STOCK,0,,1969-12-31,208442
3841,US.ACTA,Actua Corp.,1,STOCK,0,,1969-12-31,210349
3842,US.ACTG,阿卡西亞,1,STOCK,0,,1969-12-31,202514
3843,US.ACUR,謳歌製藥公司,1,STOCK,0,,1969-12-31,202530
3844,US.ACXM,阿克西鄂姆,1,STOCK,0,,1969-12-31,202343
3845,US.ADAP,ADAPTIMMUNE THERAPEUTICS PLC,1,STOCK,0,,2015-05-05,210973
3846,US.ADBE,Adobe,1,STOCK,0,,1986-08-14,202722
3847,US.ADES,"Advanced Emissions Solutions, Inc.",1,STOCK,0,,1969-12-31,206337
3848,US.ADHD,Alcobra Ltd.,1,STOCK,0,,1969-12-31,207958
3849,US.ADI,亞德諾,1,STOCK,0,,1969-12-31,202800
3850,US.ADIL,Adial Pharmaceuticals,1,STOCK,0,,2017-12-19,75153337959920
3851,US.ADILW,Adial Pharmaceuticals,1,STOCK,0,,1969-12-31,76184130112061
3852,US.ADMA,"ADMA Biologics, Inc.",1,STOCK,0,,1969-12-31,210559
3853,US.ADMP,Adamis Pharmaceuticals Corp.,1,STOCK,0,,1969-12-31,208736
3854,US.ADMS,"Adamas Pharmaceuticals, Inc.",1,STOCK,0,,1969-12-31,207928
3855,US.ADOM,"ADOMANI, Inc.",1,STOCK,0,,1969-12-31,74436078420454
3856,US.ADP,自動數據處理公司,1,STOCK,0,,2008-10-20,202998
3857,US.ADRO,"ADURO BIOTECH, INC.",1,STOCK,0,,2015-04-14,210918
3858,US.ADSK,歐特克,1,STOCK,0,,1985-06-27,203397
3859,US.ADTN,亞川,1,STOCK,0,,1969-12-31,206000
3860,US.ADUS,愛德斯,1,STOCK,0,,1969-12-31,205095
3861,US.ADVM,Adverum Biotechnologies Inc,1,STOCK,0,,1969-12-31,72722386467719
3862,US.ADXS,"Advaxis, Inc.",1,STOCK,0,,1969-12-31,208832
3863,US.ADXSW,"Advaxis, Inc.",1,STOCK,0,,1969-12-31,209720
3864,US.AEGN,Aegion Corp.,1,STOCK,0,,1969-12-31,207209
3865,US.AEGR,Aegerion製藥 (已退市),1,STOCK,0,,1969-12-31,201266
3866,US.AEHR,Aehr Test Systems,1,STOCK,0,,1969-12-31,201766
3867,US.AEIS,先進能源工業公司,1,STOCK,0,,1969-12-31,205509
3868,US.AEMD,"Aethlon Medical, Inc.",1,STOCK,0,,2015-04-14,211198
3869,US.AEPI,AEP工業公司,1,STOCK,0,,1969-12-31,206143
3870,US.AERI,"Aerie Pharmaceuticals, Inc.",1,STOCK,0,,1969-12-31,207659
3871,US.AETI,美國電力技術,1,STOCK,0,,1969-12-31,205795
3872,US.AEY,"ADDvantage Technologies Group, Inc.",1,STOCK,0,,1969-12-31,201384
3873,US.AEZS,依特鈉,1,STOCK,0,,1969-12-31,201631
3874,US.AFAM,阿莫斯特家庭保健,1,STOCK,0,,1969-12-31,201987
3875,US.AFH,"Atlas Financial Holdings, Inc.",1,STOCK,0,,1969-12-31,208285
3876,US.AFHBL,"Atlas Financial Holdings, Inc.",1,STOCK,0,,1969-12-31,74290049532133
3877,US.AFIN,AMERICAN FIN TR IN,1,STOCK,0,,1969-12-31,76149770373667
3878,US.AFMD,Affimed Therapeutics B.V.,1,STOCK,0,,1969-12-31,210361
3879,US.AFSI,AFSI保險,1,STOCK,0,,1969-12-31,205704
3880,US.AGEN,艾吉納斯公司,1,STOCK,0,,1969-12-31,205900
3881,US.AGFS,"AgroFresh Solutions, Inc.",1,STOCK,0,,2015-05-03,211267
3882,US.AGFSW,"AgroFresh Solutions, Inc.",1,STOCK,0,,2015-05-03,211264
3883,US.AGII,阿爾戈國際控股集團有限公司,1,STOCK,0,,1969-12-31,205489
3884,US.AGIIL,"Argo Group US, Inc.",1,STOCK,0,,1969-12-31,209725
3885,US.AGIO,"Agios Pharmaceuticals, Inc.",1,STOCK,0,,1969-12-31,207046
3886,US.AGLE,"AEGLEA BIOTHERAPEUTICS, INC.",1,STOCK,0,,2016-04-06,72572062612269
3887,US.AGMH,"AGM Group Holdings, Inc.",1,STOCK,0,,1969-12-31,75754633382151
3888,US.AGNC,美國資本代理公司,1,STOCK,0,,1969-12-31,205101
3889,US.AGNCB,AGNC Investment Corp.,1,STOCK,0,,1969-12-31,210024
3890,US.AGNCN,AGNC Investment Corp.,1,STOCK,0,,1969-12-31,74753906000547
3891,US.AGRX,Agile Therapeutics,1,STOCK,0,,1969-12-31,210069
3892,US.AGTC,Applied Genetic Technologies Corp.,1,STOCK,0,,1969-12-31,206103
3893,US.AGYS,誒吉利斯公司,1,STOCK,0,,1969-12-31,206291
3894,US.AHGP,阿萊恩斯控股,1,STOCK,0,,1969-12-31,203556
3895,US.AHPA,Avista Healthcare Public Acquisition Corp.,1,STOCK,0,,1969-12-31,74968654363801
3896,US.AHPAU,Avista Healthcare Public Acquisition,1,STOCK,0,,2016-10-10,212201
3897,US.AHPAW,Avista Healthcare Public Acquisition Corp. Warrants,1,STOCK,0,,2016-12-01,73598559796655
3898,US.AHPI,聯合保健產品,1,STOCK,0,,1969-12-31,201658
3899,US.AIHS,Senmiao Technology Ltd.,1,STOCK,0,,1969-12-31,75612899461282
3900,US.AIMC,奧創控股公司,1,STOCK,0,,1969-12-31,201640
3901,US.AIMT,"AIMMUNE THERAPEUTICS, INC.",1,STOCK,0,,2015-08-05,71519795624250
3902,US.AINV,阿波羅投資公司,1,STOCK,0,,1969-12-31,205487
3903,US.AIPT,"Precision Therapeutics, Inc.",1,STOCK,0,,1969-12-31,75432510834757
3904,US.AIRG,"Airgain, Inc.",1,STOCK,0,,2016-08-11,212030
3905,US.AIRT,"Air T, Inc.",1,STOCK,0,,1969-12-31,205365
3906,US.AKAM,阿克邁,1,STOCK,0,,1969-12-31,203255
3907,US.AKAO,"Achaogen, Inc.",1,STOCK,0,,1969-12-31,206576
3908,US.AKBA,"Akebia Therapeutics, Inc.",1,STOCK,0,,1969-12-31,201194
3909,US.AKCA,Akcea Therapeutics,1,STOCK,0,,2017-06-29,74461848224250
3910,US.AKER,"Akers Biosciences, Inc.",1,STOCK,0,,1969-12-31,209228
3911,US.AKRX,愛克龍藥業,1,STOCK,0,,1969-12-31,206473
3912,US.AKTS,"Akoustis Technologies, Inc.",1,STOCK,0,,1969-12-31,74032351494213
3913,US.AKTX,Akari Therapeutics Plc,1,STOCK,0,,1969-12-31,211346
3914,US.ALBO,"Albireo Pharma, Inc.",1,STOCK,0,,2016-11-03,73478300712298
3915,US.ALCO,阿利科公司,1,STOCK,0,,1969-12-31,205690
3916,US.ALDR,Alder BioPharmaceuticals,1,STOCK,0,,1969-12-31,210082
3917,US.ALDX,"Aldeyra Therapeutics, Inc.",1,STOCK,0,,1969-12-31,210007
3918,US.ALGN,艾利科技,1,STOCK,0,,1969-12-31,206087
3919,US.ALGRU,Allegro Merger Corp,1,STOCK,0,,2018-07-02,76081050896880
3920,US.ALGT,忠誠旅游公司,1,STOCK,0,,1969-12-31,205261
3921,US.ALIM,"Alimera Sciences, Inc.",1,STOCK,0,,2016-08-10,201633
3922,US.ALJJ,"ALJ Regional Holdings, Inc.",1,STOCK,0,,1969-12-31,212129
3923,US.ALKS,阿爾凱默斯,1,STOCK,0,,1969-12-31,206390
3924,US.ALLK,Allakos,1,STOCK,0,,2018-07-18,76111115667959
3925,US.ALLT,艾奧特通訊,1,STOCK,0,,1969-12-31,206553
3926,US.ALNA,Allena Pharmaceuticals,1,STOCK,0,,2017-11-01,74998719137131
3927,US.ALNY,阿裏拉姆制藥,1,STOCK,0,,1969-12-31,206537
3928,US.ALOG,安絡傑公司,1,STOCK,0,,1969-12-31,206152
3929,US.ALOT,"AstroNova, Inc.",1,STOCK,0,,1969-12-31,201435
3930,US.ALPN,"Alpine Immune Sciences, Inc.",1,STOCK,0,,1969-12-31,74607877112412
3931,US.ALQA,"Alliqua BioMedical, Inc.",1,STOCK,0,,1969-12-31,208491
3932,US.ALRM,"ALARM.COM HOLDINGS, INC.",1,STOCK,0,,2015-06-25,71343701964972
3933,US.ALRN,Aileron Therapeutics,1,STOCK,0,,2017-06-28,74457553256949
3934,US.ALSK,阿拉斯加通信系統,1,STOCK,0,,1969-12-31,201678
3935,US.ALT,PharmAthene Inc,1,STOCK,0,,1969-12-31,74259984761044
3936,US.ALTR,Altair Engineering,1,STOCK,0,,2017-10-31,74985834226491
3937,US.ALXN,亞力兄製藥,1,STOCK,0,,1969-12-31,206001
3938,US.ALZH,Alzheon,1,STOCK,0,,2018-04-11,75690208872664
3939,US.AMAG,AMAG製藥公司,1,STOCK,0,,1969-12-31,203077
3940,US.AMAT,應用材料,1,STOCK,0,,1978-01-05,201320
3941,US.AMBA,安霸,1,STOCK,0,,1969-12-31,207282
3942,US.AMBC,"Ambac Financial Group, Inc.",1,STOCK,0,,1969-12-31,207060
3943,US.AMBCW,"Ambac Financial Group, Inc.",1,STOCK,0,,1969-12-31,209730
3944,US.AMCC,應用微電路公司,1,STOCK,0,,1969-12-31,201367
3945,US.AMCF,星源燃料,1,STOCK,0,,2010-01-25,201214
3946,US.AMCN,航美傳媒,1,STOCK,0,,2007-11-06,205527
3947,US.AMCX,AMC網絡公司,1,STOCK,0,,1969-12-31,206766
3948,US.AMDA,Amedica Corp.,1,STOCK,0,,1969-12-31,208557
3949,US.AMED,阿米斯醫療,1,STOCK,0,,1969-12-31,203379
3950,US.AMEH,"Apollo Medical Holdings, Inc",1,STOCK,0,,1969-12-31,75191992665829
3951,US.AMGN,安進,1,STOCK,0,,1969-12-31,206104
3952,US.AMKR,艾馬克技術公司,1,STOCK,0,,1969-12-31,201544
3953,US.AMMA,"Alliance MMA, Inc.",1,STOCK,0,,2016-10-05,73353746660582
3954,US.AMNB,美國國家銀行股份公司,1,STOCK,0,,1969-12-31,205946
3955,US.AMOT,Allied Motion科技,1,STOCK,0,,1969-12-31,201412
3956,US.AMOV,America Movil SAB de CV,1,STOCK,0,,1969-12-31,207377
3957,US.AMPE,安皮奧製藥,1,STOCK,0,,1969-12-31,207819
3958,US.AMPH,Amphastar Pharmaceuticals,1,STOCK,0,,1969-12-31,203828
3959,US.AMR,"Alta Mesa Resources, Inc.",1,STOCK,0,,1969-12-31,75475460496688
3960,US.AMRB,里弗銀行,1,STOCK,0,,1969-12-31,205931
3961,US.AMRH,"Ameri Holdings, Inc.",1,STOCK,0,,1969-12-31,75101798352350
3962,US.AMRHW,"Ameri Holdings, Inc.",1,STOCK,0,,1969-12-31,75071733581251
3963,US.AMRK,"A-Mark Precious Metals, Inc.",1,STOCK,0,,1969-12-31,207716
3964,US.AMRN,阿瑪琳,1,STOCK,0,,2016-08-11,202727
3965,US.AMRS,阿米瑞斯公司,1,STOCK,0,,1969-12-31,206548
3966,US.AMRWW,"Alta Mesa Resources, Inc.",1,STOCK,0,,1969-12-31,75475460507738
3967,US.AMSC,美國超導,1,STOCK,0,,1969-12-31,206230
3968,US.AMSF,Amerisafe Inc,1,STOCK,0,,1969-12-31,205484
3969,US.AMSG,埃姆外科 (已退市),1,STOCK,0,,1969-12-31,202573
3970,US.AMSGP,"Amsurg Corp. - 5.250% Mandatory Convertible Preferred Stock, Se",1,STOCK,0,,1969-12-31,210203
3971,US.AMSWA,美國軟件,1,STOCK,0,,1969-12-31,201400
3972,US.AMTX,"Aemetis, Inc.",1,STOCK,0,,1969-12-31,210099
3973,US.AMWD,美國伍德馬克,1,STOCK,0,,1969-12-31,201679
3974,US.AMZN,亞馬遜,1,STOCK,0,,1997-05-15,205111
3975,US.ANAB,AnaptysBio,1,STOCK,0,,2017-01-25,73800423259681
3976,US.ANAT,美國國家保險,1,STOCK,0,,1969-12-31,203384
3977,US.ANCB,Anchor Bancorp (Washington),1,STOCK,0,,1969-12-31,208836
3978,US.ANCX,艾克塞斯國家銀行控股公司,1,STOCK,0,,1969-12-31,206178
3979,US.ANDA,Andina Acquisition Corp. II,1,STOCK,0,,1969-12-31,209731
3980,US.ANDAR,Andina Acquisition Corp. II,1,STOCK,0,,1969-12-31,211551
3981,US.ANDAU,ANDINA ACQUISITION CORP. II,1,STOCK,0,,2015-11-24,71992242027077
3982,US.ANDAW,Andina Acquisition Corp. II,1,STOCK,0,,1969-12-31,209732
3983,US.ANDE,安德森斯有限公司,1,STOCK,0,,1969-12-31,202024
3984,US.ANGI,安吉斯裡斯特公司,1,STOCK,0,,1969-12-31,205859
3985,US.ANGO,阿吉奧動態有限公司,1,STOCK,0,,1969-12-31,206185
3986,US.ANIK,阿尼卡療法有限公司,1,STOCK,0,,1969-12-31,206468
3987,US.ANIP,"ANI Pharmaceuticals, Inc.",1,STOCK,0,,1969-12-31,207714
3988,US.ANSS,安西斯,1,STOCK,0,,1969-12-31,202660
3989,US.ANTH,Anthera製藥,1,STOCK,0,,1969-12-31,203097
3990,US.ANY,Sphere 3D Corp.,1,STOCK,0,,1969-12-31,210204
3991,US.AOBC,American Outdoor Brands Corporation,1,STOCK,0,,2017-01-02,73735998750209
3992,US.AOSL,阿爾法和歐米伽半導體有限公司,1,STOCK,0,,1969-12-31,205237
3993,US.APDN,"Applied DNA Sciences, Inc.",1,STOCK,0,,1969-12-31,210577
3994,US.APDNW,"Applied DNA Sciences, Inc.",1,STOCK,0,,1969-12-31,210578
3995,US.APEI,美國公共教育公司,1,STOCK,0,,1969-12-31,202581
3996,US.APEN,"Apollo Endosurgery, Inc.",1,STOCK,0,,1969-12-31,73723113848311
3997,US.APLP,Archrock Partners LP,1,STOCK,0,,1969-12-31,211478
3998,US.APLS,Apellis Pharmaceuticals,1,STOCK,0,,2017-11-08,75028783908226
3999,US.APOG,遠地點企業公司,1,STOCK,0,,1969-12-31,201529
4000,US.APOP,Cellect Biotechnology Ltd. American Depositary Shares,1,STOCK,0,,2016-07-28,73057393916980
4001,US.APOPW,Cellect Biotechnology Ltd. Warrants to Purchase ADRs,1,STOCK,0,,2016-07-28,73057393916981
4002,US.APPD,AppDynamics,1,STOCK,0,,2017-01-25,73778948423192
4003,US.APPF,APPFOLIO INC,1,STOCK,0,,2015-06-25,71343701964971
4004,US.APPN,Appian,1,STOCK,0,,2017-05-24,74294344499432
4005,US.APPS,"Digital Turbine, Inc.",1,STOCK,0,,1969-12-31,210689
4006,US.APPY,AspenBio製藥 (已退市),1,STOCK,0,,1969-12-31,205844
4007,US.APRI,"Apricus Biosciences, Inc.",1,STOCK,0,,1969-12-31,208544
4008,US.APTI,Apptio,1,STOCK,0,,2016-09-22,212078
4009,US.APTO,"Aptose Biosciences, Inc.",1,STOCK,0,,1969-12-31,210493
4010,US.APTX,Aptinyx Inc.,1,STOCK,0,,2018-06-20,75990856583593
4011,US.APVO,Aptevo Therapeutics Inc,1,STOCK,0,,2016-07-19,73070278818875
4012,US.APWC,亞太電線電纜股份有限公司,1,STOCK,0,,2011-04-28,208989
4013,US.AQB,"AquaBounty Technologies, Inc.",1,STOCK,0,,1969-12-31,73809013194281
4014,US.AQBTV,"AquaBounty Technologies, Inc.",1,STOCK,0,,2017-01-08,73761768554002
4015,US.AQMS,"AQUA METALS, INC.",1,STOCK,0,,2015-07-30,71489730853162
4016,US.AQST,"Aquestive Therapeutics, Inc.",1,STOCK,0,,2018-07-24,76141180439057
4017,US.AQXP,"Aquinox Pharmaceuticals, Inc.",1,STOCK,0,,1969-12-31,208492
4018,US.ARAY,精確射線股份有限公司,1,STOCK,0,,1969-12-31,202160
4019,US.ARCB,ArcBest Corp.,1,STOCK,0,,1969-12-31,210003
4020,US.ARCC,阿瑞斯,1,STOCK,0,,1969-12-31,203324
4021,US.ARCI,"Appliance Recycling Centers of America, Inc. (Minnesota)",1,STOCK,0,,1969-12-31,202144
4022,US.ARCT,ALCOBRA LTD,1,STOCK,0,,1969-12-31,75097503385047
4023,US.ARCW,阿爾克科技,1,STOCK,0,,1969-12-31,206085
4024,US.ARDM,Aradigm Corp.,1,STOCK,0,,1969-12-31,210107
4025,US.ARDX,Ardelyx,1,STOCK,0,,1969-12-31,210137
4026,US.AREX,Approach資源,1,STOCK,0,,1969-12-31,201220
4027,US.ARGS,Argos Therapeutics,1,STOCK,0,,1969-12-31,206582
4028,US.ARGX,argenx N.V.,1,STOCK,0,,2017-05-17,74277164630234
4029,US.ARII,美國軌道車工業有限公司,1,STOCK,0,,1969-12-31,202097
4030,US.ARKR,Ark Restaurants Corp.,1,STOCK,0,,1969-12-31,204395
4031,US.ARLP,Alliance Resource Partners LP,1,STOCK,0,,1969-12-31,203565
4032,US.ARLZ,Aralez Pharmaceuticals Inc,1,STOCK,0,,1969-12-31,211648
4033,US.ARMO,ARMO BioSciences,1,STOCK,0,,2018-01-25,75363791357910
4034,US.ARNA,阿裡那製藥公司,1,STOCK,0,,1969-12-31,206430
4035,US.AROW,箭牌金融公司,1,STOCK,0,,1969-12-31,205308
4036,US.ARPO,AERPIO PHARMACEUTI,1,STOCK,0,,1969-12-31,76050986125794
4037,US.ARQL,"ArQule, Inc.",1,STOCK,0,,1969-12-31,206113
4038,US.ARRS,艾利斯,1,STOCK,0,,1969-12-31,206216
4039,US.ARRY,Array生物製藥,1,STOCK,0,,1969-12-31,206507
4040,US.ARTNA,自流資源公司,1,STOCK,0,,1969-12-31,203447
4041,US.ARTW,自流資源,1,STOCK,0,,1969-12-31,201490
4042,US.ARTX,阿羅特克,1,STOCK,0,,1969-12-31,201039
4043,US.ARWA,Arowana Inc. Ordinary Shares (已退市),1,STOCK,0,,1969-12-31,211019
4044,US.ARWAR,Arowana Inc. Rights (已退市),1,STOCK,0,,1969-12-31,211003
4045,US.ARWAU,AROWANA INC. (已退市),1,STOCK,0,,2015-04-30,210959
4046,US.ARWAW,Arowana Inc. Warrant (已退市),1,STOCK,0,,1969-12-31,211004
4047,US.ARWR,Arrowhead Pharmaceuticals Inc,1,STOCK,0,,1969-12-31,206509
4048,US.ASBB,ASB Bancorp,1,STOCK,0,,1969-12-31,208550
4049,US.ASCMA,ASCENT資本集團,1,STOCK,0,,1969-12-31,202364
4050,US.ASFI,阿斯塔資金公司,1,STOCK,0,,1969-12-31,205374
4051,US.ASLN,Aslan Pharmaceuticals Ltd.,1,STOCK,0,,2018-05-02,75750338414848
4052,US.ASMB,"Assembly Biosciences, Inc.",1,STOCK,0,,1969-12-31,210223
4053,US.ASML,阿斯麥,1,STOCK,0,,1969-12-31,206663
4054,US.ASNA,Ascena零售集團有限公司,1,STOCK,0,,1969-12-31,206894
4055,US.ASND,Ascendis Pharma A/S,1,STOCK,0,,2015-01-27,210707
4056,US.ASNS,Arsanis,1,STOCK,0,,2017-11-15,75058848679343
4057,US.ASPS,Altisource Portfolio Solutions SA,1,STOCK,0,,1969-12-31,206213
4058,US.ASPU,"Aspen Group, Inc.",1,STOCK,0,,1969-12-31,74642236850795
4059,US.ASRV,"AmeriServ Financial, Inc.",1,STOCK,0,,1969-12-31,203178
4060,US.ASRVP,AmeriServ Financial Capital Trust I,1,STOCK,0,,1969-12-31,208978
4061,US.ASTC,Astrotech Corp.,1,STOCK,0,,1969-12-31,201052
4062,US.ASTE,Astec實業,1,STOCK,0,,1969-12-31,202349
4063,US.ASUR,"Asure Software, Inc.",1,STOCK,0,,1969-12-31,205443
4064,US.ASV,A.S.V.,1,STOCK,0,,2017-05-07,74234214957247
4065,US.ASYS,"Amtech Systems, Inc.",1,STOCK,0,,1969-12-31,206446
4066,US.ATAC,Atlantic Acquisition Corp. (New York),1,STOCK,0,,1969-12-31,74968654356517
4067,US.ATACR,Atlantic Acquisition Corp. (New York),1,STOCK,0,,1969-12-31,74796855674063
4068,US.ATACU,Atlantic Acquisition Corp. (New York),1,STOCK,0,,1969-12-31,74650826785399
4069,US.ATAI,ATA公司,1,STOCK,0,,2008-01-28,205617
4070,US.ATAX,America First Multifamily Investors LP,1,STOCK,0,,1969-12-31,205749
4071,US.ATEC,ALPHATEC控股公司,1,STOCK,0,,1969-12-31,206250
4072,US.ATHN,雅典娜,1,STOCK,0,,1969-12-31,205734
4073,US.ATHX,"Athersys, Inc.",1,STOCK,0,,1969-12-31,201100
4074,US.ATIS,"Attis Industries, Inc.",1,STOCK,0,,1969-12-31,75810467957027
4075,US.ATISW,"Attis Industries, Inc.",1,STOCK,0,,1969-12-31,75810467957030
4076,US.ATLC,Atlanticus Holdings Corp.,1,STOCK,0,,1969-12-31,208993
4077,US.ATLO,艾姆斯銀行控股,1,STOCK,0,,1969-12-31,206232
4078,US.ATMR,Atomera (已退市),1,STOCK,0,,2016-08-04,212029
4079,US.ATNI,"ATN International, Inc.",1,STOCK,0,,1969-12-31,202798
4080,US.ATNX,Athenex制藥,1,STOCK,0,,2017-06-13,74397423714770
4081,US.ATOM,Atomera Incorporated,1,STOCK,0,,2016-11-13,73521250385281
4082,US.ATOS,"Atossa Genetics, Inc.",1,STOCK,0,,1969-12-31,209025
4083,US.ATRA,Atara Biotherapeutics,1,STOCK,0,,1969-12-31,210228
4084,US.ATRC,AtriCure公司,1,STOCK,0,,1969-12-31,205778
4085,US.ATRI,Atrion公司,1,STOCK,0,,1969-12-31,205490
4086,US.ATRO,Astronics公司,1,STOCK,0,,1969-12-31,206050
4087,US.ATRS,安塔爾製藥公司,1,STOCK,0,,1969-12-31,207667
4088,US.ATSG,美國航空運輸服務集團,1,STOCK,0,,1969-12-31,202756
4089,US.ATTU,Attunity Ltd.,1,STOCK,0,,1969-12-31,208264
4090,US.ATVI,動視暴雪,1,STOCK,0,,1993-10-21,202155
4091,US.ATXI,Avenue Therapeutics,1,STOCK,0,,2017-06-04,74371653910800
4092,US.AUBN,"Auburn National Bancorporation, Inc.",1,STOCK,0,,1969-12-31,206376
4093,US.AUDC,奧科,1,STOCK,0,,1969-12-31,203373
4094,US.AUMA,AR Capital Acquisition Corp. (已退市),1,STOCK,0,,1969-12-31,210517
4095,US.AUMAU,AUMAU,1,STOCK,0,,1969-12-31,74521977766431
4096,US.AUMAW,AR Capital Acquisition Corp. - Warrants (已退市),1,STOCK,0,,1969-12-31,210510
